Sample	Id_Fantom5	Tissue
CNhs11349	FF:11547-120B8	Mesenchymal_stem_cells-amniotic_membrane
CNhs12104	FF:11627-122B7	Mesenchymal_stem_cells-amniotic_membrane
CNhs11344	FF:11536-120A6	Mesenchymal_stem_cells-bone_marrow
CNhs12100	FF:11616-122A5	Mesenchymal_stem_cells-bone_marrow
CNhs12126	FF:11697-123A5	Mesenchymal_stem_cells-bone_marrow
CNhs12730	FF:11618-122A7	Mesenchymal_stem_cells-hepatic
CNhs11347	FF:11539-120A9	Mesenchymal_stem_cells-umbilical
CNhs12127	FF:11700-123A8	Mesenchymal_stem_cells-umbilical
CNhs10844	FF:11217-116B2	Mesenchymal_stem_cells-adipose
CNhs10845	FF:11218-116B3	Mesenchymal_stem_cells-hepatic
CNhs12492	FF:11214-116A8	Mesenchymal_stem_cells-umbilical
CNhs11350	FF:11549-120C1	Multipotent_Cord_Blood_Unrestricted_Somatic_Stem_Cells
CNhs12105	FF:11629-122B9	Multipotent_Cord_Blood_Unrestricted_Somatic_Stem_Cells
CNhs11263	FF:10493-107B7	mesothelioma_cell_line
CNhs11264	FF:10494-107B8	mesothelioma_cell_line
CNhs13066	FF:10850-111F4	mesothelioma_cell_line
CNhs13067	FF:10851-111F5	mesothelioma_cell_line
CNhs13068	FF:10852-111F6	mesothelioma_cell_line
CNhs13069	FF:10853-111F7	mesothelioma_cell_line
CNhs13070	FF:10854-111F8	mesothelioma_cell_line
CNhs13072	FF:10855-111F9	mesothelioma_cell_line
CNhs13073	FF:10856-111G1	mesothelioma_cell_line
CNhs13063	FF:10847-111F1	mesothelioma_cell_line
CNhs13062	FF:10846-111E9	mesothelioma_cell_line
CNhs13064	FF:10848-111F2	mesothelioma_cell_line
CNhs13061	FF:10845-111E8	mesothelioma_cell_line
CNhs13074	FF:10857-111G2	mesothelioma_cell_line
CNhs13075	FF:10858-111G3	mesothelioma_cell_line
CNhs10850	FF:11247-116E5	Mesothelial_Cells
CNhs12012	FF:11402-118D7	Mesothelial_Cells
CNhs10722	FF:10399-106A3	acute_myeloid_leukemia-FAB_M5-cell_line
CNhs10723	FF:10400-106A4	acute_myeloid_leukemia-FAB_M5-cell_line
CNhs10724	FF:10405-106A9	acute_myeloid_leukemia-FAB_M5-cell_line
CNhs13058	FF:10834-111D6	acute_myeloid_leukemia-FAB_M5-cell_line
CNhs10852	FF:11224-116B9	CD14pos_Monocytes
CNhs11954	FF:11305-117B9	CD14pos_Monocytes
CNhs11997	FF:11381-118B4	CD14pos_Monocytes
CNhs13468	FF:11863-125A9	CD14pos_monocytes-mock_treated
CNhs13484	FF:11873-125C1	CD14pos_monocytes-mock_treated
CNhs13491	FF:11883-125D2	CD14pos_monocytes-mock_treated
CNhs13474	FF:11869-125B6	CD14pos_monocytes-treated_with_B-glucan
CNhs13489	FF:11879-125C7	CD14pos_monocytes-treated_with_B-glucan
CNhs13495	FF:11889-125D8	CD14pos_monocytes-treated_with_B-glucan
CNhs13465	FF:11860-125A6	CD14pos_monocytes-treated_with_BCG
CNhs13475	FF:11870-125B7	CD14pos_monocytes-treated_with_BCG
CNhs13543	FF:11880-125C8	CD14pos_monocytes-treated_with_BCG
CNhs13473	FF:11868-125B5	CD14pos_monocytes-treated_with_Candida
CNhs13488	FF:11878-125C6	CD14pos_monocytes-treated_with_Candida
CNhs13494	FF:11888-125D7	CD14pos_monocytes-treated_with_Candida
CNhs13472	FF:11867-125B4	CD14pos_monocytes-treated_with_Cryptococcus
CNhs13487	FF:11877-125C5	CD14pos_monocytes-treated_with_Cryptococcus
CNhs13546	FF:11887-125D6	CD14pos_monocytes-treated_with_Cryptococcus
CNhs13469	FF:11864-125B1	CD14pos_monocytes-treated_with_Group_A_streptococci
CNhs13532	FF:11874-125C2	CD14pos_monocytes-treated_with_Group_A_streptococci
CNhs13492	FF:11884-125D3	CD14pos_monocytes-treated_with_Group_A_streptococci
CNhs13466	FF:11861-125A7	CD14pos_monocytes-treated_with_IFN_pos_N-hexane
CNhs13476	FF:11871-125B8	CD14pos_monocytes-treated_with_IFN_pos_N-hexane
CNhs13490	FF:11881-125C9	CD14pos_monocytes-treated_with_IFN_pos_N-hexane
CNhs13471	FF:11866-125B3	CD14pos_monocytes-treated_with_Salmonella
CNhs13485	FF:11876-125C4	CD14pos_monocytes-treated_with_Salmonella
CNhs13493	FF:11886-125D5	CD14pos_monocytes-treated_with_Salmonella
CNhs13467	FF:11862-125A8	CD14pos_monocytes-treated_with_Trehalose_dimycolate-TDM
CNhs13483	FF:11872-125B9	CD14pos_monocytes-treated_with_Trehalose_dimycolate-TDM
CNhs13544	FF:11882-125D1	CD14pos_monocytes-treated_with_Trehalose_dimycolate-TDM
CNhs13470	FF:11865-125B2	CD14pos_monocytes-treated_with_lipopolysaccharide
CNhs13533	FF:11875-125C3	CD14pos_monocytes-treated_with_lipopolysaccharide
CNhs13545	FF:11885-125D4	CD14pos_monocytes-treated_with_lipopolysaccharide
CNhs13541	FF:11789-124B7	CD14posCD16pos_Monocytes
CNhs13208	FF:11801-124D1	CD14posCD16pos_Monocytes
CNhs13549	FF:11912-125G4	CD14posCD16pos_Monocytes
CNhs13224	FF:11788-124B6	CD14posCD16-_Monocytes
CNhs13216	FF:11799-124C8	CD14posCD16-_Monocytes
CNhs13540	FF:11910-125G2	CD14posCD16-_Monocytes
CNhs13207	FF:11800-124C9	CD14-CD16pos_Monocytes
CNhs13548	FF:11911-125G3	CD14-CD16pos_Monocytes
CNhs10860	FF:11231-116C7	Peripheral_Blood_Mononuclear_Cells
CNhs11958	FF:11312-117C7	Peripheral_Blood_Mononuclear_Cells
CNhs12002	FF:11388-118C2	Peripheral_Blood_Mononuclear_Cells
CNhs11934	FF:10772-110F7	myelodysplastic_syndrome_cell_line
CNhs13053	FF:10827-111C8	acute_myeloid_leukemia-FAB_M0-cell_line
CNhs13054	FF:10828-111C9	acute_myeloid_leukemia-FAB_M1-cell_line
CNhs13502	FF:10788-110H5	acute_myeloid_leukemia-FAB_M2-cell_line
CNhs13052	FF:10792-110H9	acute_myeloid_leukemia-FAB_M2-cell_line
CNhs11864	FF:10765-110E9	acute_myeloid_leukemia-FAB_M2-cell_line
CNhs13055	FF:10829-111D1	acute_myeloid_leukemia-FAB_M3-cell_line
CNhs13503	FF:10830-111D2	acute_myeloid_leukemia-FAB_M4-cell_line
CNhs13504	FF:10831-111D3	acute_myeloid_leukemia-FAB_M4-cell_line
CNhs13050	FF:10764-110E8	acute_myeloid_leukemia-FAB_M5-cell_line
CNhs13051	FF:10770-110F5	acute_myeloid_leukemia-FAB_M5-cell_line
CNhs11888	FF:10802-111A1	acute_myeloid_leukemia-FAB_M7-cell_line
CNhs11845	FF:10718-109I7	biphenotypic_B_myelomonocytic_leukemia_cell_line
CNhs11865	FF:10766-110F1	chronic_myelogenous_leukemia-CML-cell_line
CNhs10859	FF:11230-116C6	Natural_Killer_Cells
CNhs11957	FF:11311-117C6	Natural_Killer_Cells
CNhs12001	FF:11387-118C1	Natural_Killer_Cells
CNhs11063	FF:11275-116H6	Neural_stem_cells
CNhs11384	FF:11352-117H2	Neural_stem_cells
CNhs12805	FF:10838-111E1	medulloblastoma_cell_line
CNhs11861	FF:10759-110E3	medulloblastoma_cell_line
CNhs11276	FF:10508-107D4	neuroblastoma_cell_line
CNhs11284	FF:10539-107G8	neuroblastoma_cell_line
CNhs11818	FF:10607-108F4	neuroblastoma_cell_line
CNhs11811	FF:10555-107I6	neuroblastoma_cell_line
CNhs11834	FF:10703-109H1	carcinoid_cell_line
CNhs11846	FF:10719-109I8	carcinoid_cell_line
CNhs12338	FF:11494-119E9	Neurons
CNhs12726	FF:11574-120E8	Neurons
CNhs13815	FF:11655-122E8	Neurons
CNhs10862	FF:11233-116C9	Neutrophils
CNhs11959	FF:11314-117C9	Neutrophils
CNhs11905	FF:11390-118C4	Neutrophils
CNhs10881	FF:11252-116F1	Nucleus_Pulposus_Cell
CNhs12019	FF:11409-118E5	Nucleus_Pulposus_Cell
CNhs12063	FF:11462-119B4	Nucleus_Pulposus_Cell
CNhs11836	FF:10705-109H3	Ewings_sarcoma_cell_line
CNhs11279	FF:10510-107D6	osteosarcoma_cell_line
CNhs11290	FF:10558-107I9	osteosarcoma_cell_line
CNhs11385	FF:11354-117H4	Osteoblast
CNhs12036	FF:11426-118G4	Osteoblast
CNhs11835	FF:10704-109H2	osteoclastoma_cell_line
CNhs11311	FF:11276-116H7	Osteoblast-differentiated
CNhs11980	FF:11353-117H3	Osteoblast-differentiated
CNhs12035	FF:11425-118G3	Osteoblast-differentiated
CNhs11869	FF:10781-110G7	somatostatinoma_cell_line
CNhs10877	FF:11249-116E7	Pancreatic_stromal_cells
CNhs11317	FF:11491-119E6	Pericytes
CNhs12079	FF:11571-120E5	Pericytes
CNhs11079	FF:11278-116H9	Placental_Epithelial_Cells
CNhs11386	FF:11355-117H5	Placental_Epithelial_Cells
CNhs12037	FF:11427-118G5	Placental_Epithelial_Cells
CNhs12807	FF:10840-111E3	plasma_cell_leukemia_cell_line
CNhs11838	FF:10708-109H6	alveolar_cell_carcinoma_cell_line
CNhs10884	FF:11256-116F5	Small_Airway_Epithelial_Cells
CNhs11975	FF:11334-117F2	Small_Airway_Epithelial_Cells
CNhs12016	FF:11406-118E2	Small_Airway_Epithelial_Cells
CNhs11275	FF:10499-107C4	lung_adenocarcinoma_cell_line
CNhs11052	FF:11467-119B9	Preadipocyte-breast
CNhs11971	FF:11328-117E5	Preadipocyte-breast
CNhs11065	FF:11468-119C1	Preadipocyte-omental
CNhs11902	FF:11329-117E6	Preadipocyte-omental
CNhs12013	FF:11403-118D8	Preadipocyte-omental
CNhs12065	FF:11469-119C2	Preadipocyte-perirenal
CNhs11981	FF:11356-117H6	Preadipocyte-subcutaneous
CNhs12038	FF:11428-118G6	Preadipocyte-subcutaneous
CNhs11082	FF:11280-116I2	Preadipocyte-visceral
CNhs11982	FF:11357-117H7	Preadipocyte-visceral
CNhs12039	FF:11429-118G7	Preadipocyte-visceral
CNhs10883	FF:11254-116F3	Prostate_Stromal_Cells
CNhs11973	FF:11332-117E9	Prostate_Stromal_Cells
CNhs12015	FF:11405-118E1	Prostate_Stromal_Cells
CNhs10842	FF:11215-116A9	Retinal_Pigment_Epithelial_Cells
CNhs11338	FF:11528-119I7	Retinal_Pigment_Epithelial_Cells
CNhs12733	FF:11689-122I6	Retinal_Pigment_Epithelial_Cells
CNhs12810	FF:11771-123I7	salivary_acinar_cells
CNhs12811	FF:11772-123I8	salivary_acinar_cells
CNhs12812	FF:11773-123I9	salivary_acinar_cells
CNhs10869	FF:11240-116D7	Skeletal_Muscle_Satellite_Cells
CNhs11964	FF:11321-117D7	Skeletal_Muscle_Satellite_Cells
CNhs12008	FF:11397-118D2	Skeletal_Muscle_Satellite_Cells
CNhs11854	FF:10729-110A9	neurofibroma_cell_line
CNhs11183	FF:10442-106F1	schwannoma_cell_line
CNhs11245	FF:10442-106F1	schwannoma_cell_line
CNhs10847	FF:11220-116B5	Sebocyte
CNhs11951	FF:11301-117B5	Sebocyte
CNhs10851	FF:11255-116F4	Sertoli_Cells
CNhs11269	FF:10477-106I9	rhabdomyosarcoma_cell_line
CNhs11083	FF:11281-116I3	Skeletal_Muscle_Cells
CNhs12053	FF:11451-119A2	Skeletal_Muscle_Cells
CNhs12056	FF:11455-119A6	Skeletal_Muscle_Cells
CNhs12060	FF:11459-119B1	Skeletal_Muscle_Cells
CNhs11084	FF:11282-116I4	Skeletal_muscle_cells_differentiated_into_Myotubes-multinucleated
CNhs10870	FF:11241-116D8	Myoblast
CNhs11965	FF:11322-117D8	Myoblast
CNhs11908	FF:11398-118D3	Myoblast
CNhs11722	FF:10569-108B2	leiomyoma_cell_line
CNhs11723	FF:10570-108B3	leiomyoma_cell_line
CNhs11724	FF:10571-108B4	leiomyoma_cell_line
CNhs10838	FF:11210-116A4	Smooth_Muscle_Cells-Aortic
CNhs11085	FF:11283-116I5	Smooth_Muscle_Cells-Aortic
CNhs11305	FF:11360-117I1	Smooth_Muscle_Cells-Aortic
CNhs11309	FF:11432-118H1	Smooth_Muscle_Cells-Aortic
CNhs11086	FF:11284-116I6	Smooth_Muscle_Cells-Brachiocephalic
CNhs12043	FF:11433-118H2	Smooth_Muscle_Cells-Brachiocephalic
CNhs10863	FF:11234-116D1	Smooth_Muscle_Cells-Brain_Vascular
CNhs11900	FF:11315-117D1	Smooth_Muscle_Cells-Brain_Vascular
CNhs12004	FF:11391-118C5	Smooth_Muscle_Cells-Brain_Vascular
CNhs11328	FF:11512-119G9	Smooth_Muscle_Cells-Bronchial
CNhs12348	FF:11592-120G8	Smooth_Muscle_Cells-Bronchial
CNhs11087	FF:11285-116I7	Smooth_Muscle_Cells-Carotid
CNhs12044	FF:11434-118H3	Smooth_Muscle_Cells-Carotid
CNhs10868	FF:11239-116D6	Smooth_Muscle_Cells-Colonic
CNhs11963	FF:11320-117D6	Smooth_Muscle_Cells-Colonic
CNhs12007	FF:11396-118D1	Smooth_Muscle_Cells-Colonic
CNhs11088	FF:11286-116I8	Smooth_Muscle_Cells-Coronary_Artery
CNhs11987	FF:11363-117I4	Smooth_Muscle_Cells-Coronary_Artery
CNhs12045	FF:11435-118H4	Smooth_Muscle_Cells-Coronary_Artery
CNhs11324	FF:11508-119G5	Smooth_Muscle_Cells-Esophageal
CNhs11988	FF:11364-117I5	Smooth_Muscle_Cells-Internal_Thoracic_Artery
CNhs12046	FF:11436-118H5	Smooth_Muscle_Cells-Internal_Thoracic_Artery
CNhs11920	FF:11257-116F6	Smooth_Muscle_Cells-Prostate
CNhs11976	FF:11335-117F3	Smooth_Muscle_Cells-Prostate
CNhs11989	FF:11365-117I6	Smooth_Muscle_Cells-Pulmonary_Artery
CNhs11090	FF:11289-117A2	Smooth_Muscle_Cells-Subclavian_Artery
CNhs11990	FF:11366-117I7	Smooth_Muscle_Cells-Subclavian_Artery
CNhs12048	FF:11438-118H7	Smooth_Muscle_Cells-Subclavian_Artery
CNhs11329	FF:11513-119H1	Smooth_Muscle_Cells-Tracheal
CNhs12894	FF:11674-122G9	Smooth_Muscle_Cells-Tracheal
CNhs11091	FF:11290-117A3	Smooth_Muscle_Cells-Umbilical_Artery
CNhs11991	FF:11367-117I8	Smooth_Muscle_Cells-Umbilical_Artery
CNhs12049	FF:11439-118H8	Smooth_Muscle_Cells-Umbilical_Artery
CNhs12597	FF:11541-120B2	Smooth_Muscle_Cells-Umbilical_Vein
CNhs12569	FF:11621-122B1	Smooth_Muscle_Cells-Umbilical_Vein
CNhs10839	FF:11212-116A6	Smooth_Muscle_Cells-Umbilical_Artery
CNhs11927	FF:11466-119B8	Smooth_Muscle_Cells-Uterine
CNhs12588	FF:12225-129F2	CD34pos_stem_cells-adult_bone_marrow_derived
CNhs11931	FF:10686-109F2	bone_marrow_stromal_cell_line
CNhs11992	FF:11368-117I9	Synoviocyte
CNhs12050	FF:11440-118H9	Synoviocyte
CNhs10746	FF:10429-106D6	acute_lymphoblastic_leukemia-T-ALL-cell_line
CNhs11253	FF:10464-106H5	acute_lymphoblastic_leukemia-T-ALL-cell_line
CNhs10738	FF:10421-106C7	adult_T-cell_leukemia_cell_line
CNhs11714	FF:10416-106C2	chronic_lymphocytic_leukemia-T-CLL-cell_line
CNhs11843	FF:10712-109I1	hairy_cell_leukemia_cell_line
CNhs11858	FF:10744-110C6	mycosis_fungoides-T_cell_lymphoma_cell_line
CNhs13203	FF:11793-124C2	CD4posCD25posCD45RApos_naive_regulatory_T_cells
CNhs13513	FF:11907-125F8	CD4posCD25posCD45RApos_naive_regulatory_T_cells
CNhs13204	FF:11794-124C3	CD4posCD25posCD45RA-_memory_regulatory_T_cells
CNhs13811	FF:11916-125G8	CD4posCD25posCD45RA-_memory_regulatory_T_cells
CNhs13812	FF:11920-125H3	CD4posCD25posCD45RA-_memory_regulatory_T_cells
CNhs13195	FF:11782-124A9	CD4posCD25posCD45RA-_memory_regulatory_T_cells
CNhs13206	FF:11797-124C6	CD4posCD25posCD45RA-_memory_regulatory_T_cells
CNhs13538	FF:11908-125F9	CD4posCD25posCD45RA-_memory_regulatory_T_cells
CNhs13202	FF:11791-124B9	CD4posCD25-CD45RApos_naive_conventional_T_cells
CNhs13813	FF:11913-125G5	CD4posCD25-CD45RApos_naive_conventional_T_cells
CNhs13814	FF:11917-125G9	CD4posCD25-CD45RApos_naive_conventional_T_cells
CNhs13223	FF:11784-124B2	CD4posCD25-CD45RApos_naive_conventional_T_cells
CNhs13205	FF:11795-124C4	CD4posCD25-CD45RApos_naive_conventional_T_cells
CNhs13512	FF:11906-125F7	CD4posCD25-CD45RApos_naive_conventional_T_cells
CNhs13215	FF:11792-124C1	CD4posCD25-CD45RA-_memory_conventional_T_cells
CNhs13539	FF:11909-125G1	CD4posCD25-CD45RA-_memory_conventional_T_cells
CNhs10853	FF:11225-116C1	CD4pos_T_Cells
CNhs11955	FF:11306-117C1	CD4pos_T_Cells
CNhs11998	FF:11382-118B5	CD4pos_T_Cells
CNhs10854	FF:11226-116C2	CD8pos_T_Cells
CNhs11956	FF:11307-117C2	CD8pos_T_Cells
CNhs11999	FF:11383-118B6	CD8pos_T_Cells
CNhs11867	FF:10777-110G3	NK_T_cell_leukemia_cell_line
CNhs12639	FF:11763-123H8	tenocyte
CNhs12640	FF:11765-123I1	tenocyte
CNhs12641	FF:11768-123I4	tenocyte
CNhs11340	FF:11532-120A2	Trabecular_Meshwork_Cells
CNhs12124	FF:11693-123A1	Trabecular_Meshwork_Cells
CNhs11092	FF:11292-117A5	Tracheal_Epithelial_Cells
CNhs11993	FF:11369-118A1	Tracheal_Epithelial_Cells
CNhs12051	FF:11441-118I1	Tracheal_Epithelial_Cells
CNhs11820	FF:10618-108G6	choriocarcinoma__cell_line
CNhs10740	FF:10423-106C9	choriocarcinoma__cell_line
CNhs11875	FF:10785-110H2	choriocarcinoma__cell_line
CNhs13479	FF:11898-125E8	Hep-2_cells
CNhs13500	FF:11899-125E9	Hep-2_cells
CNhs13501	FF:11900-125F1	Hep-2_cells
CNhs13477	FF:11890-125D9	Hep-2_cells
CNhs13496	FF:11891-125E1	Hep-2_cells
CNhs13497	FF:11892-125E2	Hep-2_cells
CNhs13478	FF:11894-125E4	Hep-2_cells
CNhs13498	FF:11895-125E5	Hep-2_cells
CNhs13499	FF:11896-125E6	Hep-2_cells
CNhs11892	FF:10809-111A8	Wilms_tumor_cell_line
CNhs11728	FF:10597-108E3	Wilms_tumor_cell_line
CNhs11844	FF:10717-109I6	acantholytic_squamous_carcinoma_cell_line
CNhs11882	FF:10796-110I4	adenocarcinoma_cell_line
CNhs10745	FF:10428-106D5	anaplastic_carcinoma_cell_line
CNhs11889	FF:10805-111A4	anaplastic_squamous_cell_carcinoma_cell_line
CNhs11725	FF:10589-108D4	argyrophil_small_cell_carcinoma_cell_line
CNhs11932	FF:10702-109G9	basal_cell_carcinoma_cell_line
CNhs11943	FF:10482-107A5	breast_carcinoma_cell_line
CNhs10736	FF:10419-106C5	breast_carcinoma_cell_line
CNhs11862	FF:10760-110E4	bronchial_squamous_cell_carcinoma_cell_line
CNhs11841	FF:10710-109H8	bronchogenic_carcinoma_cell_line
CNhs11747	FF:10642-109A3	carcinosarcoma_cell_line
CNhs11288	FF:10552-107I3	cervical_cancer_cell_line
CNhs11289	FF:10553-107I4	cervical_cancer_cell_line
CNhs11745	FF:10638-108I8	clear_cell_carcinoma_cell_line
CNhs11930	FF:10636-108I6	clear_cell_carcinoma_cell_line
CNhs11280	FF:10513-107D9	colon_carcinoma_cell_line
CNhs10737	FF:10420-106C6	colon_carcinoma_cell_line
CNhs11050	FF:10453-106G3	cord_blood_derived_cell_line
CNhs11049	FF:10452-106G2	cord_blood_derived_cell_line
CNhs11045	FF:10449-106F8	cord_blood_derived_cell_line
CNhs11047	FF:10451-106G1	embryonic_kidney_cell_line
CNhs11046	FF:10450-106F9	embryonic_kidney_cell_line
CNhs11731	FF:10604-108F1	embryonic_pancreas_cell_line
CNhs11732	FF:10605-108F2	embryonic_pancreas_cell_line
CNhs11733	FF:10606-108F3	embryonic_pancreas_cell_line
CNhs11814	FF:10603-108E9	embryonic_pancreas_cell_line
CNhs11266	FF:10497-107C2	endometrial_cancer_cell_line
CNhs11249	FF:10448-106F7	endometrial_cancer_cell_line
CNhs11748	FF:10643-109A4	endometrial_cancer_cell_line
CNhs10743	FF:10426-106D3	epidermoid_carcinoma_cell_line
CNhs10748	FF:10431-106D8	epidermoid_carcinoma_cell_line
CNhs11247	FF:10443-106F2	epitheloid_cancer_cell_line
CNhs11860	FF:10758-110E2	fibrosarcoma_cell_line
CNhs11842	FF:10711-109H9	fibrous_histiocytoma_cell_line
CNhs11256	FF:10470-106I2	gall_bladder_carcinoma_cell_line
CNhs10733	FF:10415-106C1	gall_bladder_carcinoma_cell_line
CNhs11737	FF:10614-108G2	gastric_cancer_cell_line
CNhs11819	FF:10612-108F9	gastric_cancer_cell_line
CNhs11286	FF:10549-107H9	gastric_cancer_cell_line
CNhs11738	FF:10615-108G3	gastric_cancer_cell_line
CNhs11274	FF:10487-107B1	giant_cell_carcinoma_cell_line
CNhs10751	FF:10433-106E1	giant_cell_carcinoma_cell_line
CNhs11824	FF:10688-109F4	glassy_cell_carcinoma_cell_line
CNhs11880	FF:10791-110H8	keratoacanthoma_cell_line
CNhs11277	FF:10509-107D5	large_cell_lung_carcinoma_cell_line
CNhs12806	FF:10839-111E2	large_cell_lung_carcinoma_cell_line
CNhs11825	FF:10692-109F8	large_cell_non-keratinizing_squamous_carcinoma_cell_line
CNhs11848	FF:10721-110A1	leiomyoblastoma_cell_line
CNhs10726	FF:10408-106B3	lung_adenocarcinoma_cell_line
CNhs10732	FF:10414-106B9	maxillary_sinus_tumor_cell_line
CNhs11944	FF:10689-109F5	mixed_mullerian_tumor_cell_line
CNhs11752	FF:10648-109A9	mucinous_adenocarcinoma_cell_line
CNhs11873	FF:10784-110H1	mucinous_adenocarcinoma_cell_line
CNhs11866	FF:10774-110F9	neuroectodermal_tumor_cell_line
CNhs11744	FF:10637-108I7	neuroectodermal_tumor_cell_line
CNhs11753	FF:10663-109C6	neuroectodermal_tumor_cell_line
CNhs11853	FF:10728-110A8	neuroepithelioma_cell_line
CNhs11894	FF:10813-111B3	normal_embryonic_palatal_mesenchymal_cell_line
CNhs10752	FF:10434-106E2	oral_squamous_cell_carcinoma_cell_line
CNhs11287	FF:10550-107I1	oral_squamous_cell_carcinoma_cell_line
CNhs11717	FF:10545-107H5	oral_squamous_cell_carcinoma_cell_line
CNhs11810	FF:10544-107H4	oral_squamous_cell_carcinoma_cell_line
CNhs11856	FF:10732-110B3	pagetoid_sarcoma_cell_line
CNhs11832	FF:10698-109G5	pancreatic_carcinoma_cell_line
CNhs11716	FF:10437-106E5	papillary_adenocarcinoma_cell_line
CNhs10734	FF:10417-106C3	papillotubular_adenocarcinoma_cell_line
CNhs11830	FF:10697-109G4	peripheral_neuroectodermal_tumor_cell_line
CNhs11849	FF:10723-110A3	pharyngeal_carcinoma_cell_line
CNhs11260	FF:10490-107B4	prostate_cancer_cell_line
CNhs11243	FF:10439-106E7	prostate_cancer_cell_line
CNhs11255	FF:10469-106I1	rectal_cancer_cell_line
CNhs10729	FF:10411-106B6	renal_cell_carcinoma_cell_line
CNhs11257	FF:10471-106I3	renal_cell_carcinoma_cell_line
CNhs11267	FF:10475-106I7	retinoblastoma_cell_line
CNhs11877	FF:10787-110H4	rhabdomyosarcoma_cell_line
CNhs11829	FF:10695-109G2	sacrococcigeal_teratoma_cell_line
CNhs11746	FF:10639-108I9	serous_adenocarcinoma_cell_line
CNhs11827	FF:10693-109F9	serous_cystadenocarcinoma_cell_line
CNhs10753	FF:10436-106E4	signet_ring_carcinoma_cell_line
CNhs11270	FF:10483-107A6	signet_ring_carcinoma_cell_line
CNhs11885	FF:10800-110I8	small_cell_cervical_cancer_cell_line
CNhs11736	FF:10610-108F7	small_cell_gastrointestinal_carcinoma_cell_line
CNhs12808	FF:10841-111E4	small_cell_lung_carcinoma_cell_line
CNhs11285	FF:10541-107H1	small_cell_lung_carcinoma_cell_line
CNhs12809	FF:10842-111E5	small_cell_lung_carcinoma_cell_line
CNhs11812	FF:10562-108A4	small_cell_lung_carcinoma_cell_line
CNhs11734	FF:10609-108F6	small_cell_gastrointestinal_carcinoma_cell_line
CNhs11857	FF:10737-110B8	spindle_cell_sarcoma_cell_line
CNhs11252	FF:10463-106H4	squamous_cell_carcinoma_cell_line
CNhs11739	FF:10616-108G4	squamous_cell_carcinoma_cell_line
CNhs11273	FF:10486-107A9	squamous_cell_lung_carcinoma_cell_line
CNhs11244	FF:10441-106E9	synovial_sarcoma_cell_line
CNhs11890	FF:10807-111A6	teratocarcinoma_cell_line
CNhs11876	FF:10786-110H3	testicular_germ_cell_embryonal_carcinoma_cell_line
CNhs12351	FF:10591-108D6	testicular_germ_cell_embryonal_carcinoma_cell_line
CNhs12362	FF:10593-108D8	testicular_germ_cell_embryonal_carcinoma_cell_line
CNhs11726	FF:10590-108D5	testicular_germ_cell_embryonal_carcinoma_cell_line
CNhs11872	FF:10783-110G9	thyroid_carcinoma_cell_line
CNhs10735	FF:10418-106C4	transitional-cell_carcinoma_cell_line
CNhs11261	FF:10492-107B6	transitional-cell_carcinoma_cell_line
CNhs11828	FF:10694-109G1	tridermal_teratoma_cell_line
CNhs12502	FF:12235-129G3	amniotic_membrane_cells
CNhs12503	FF:12236-129G4	amniotic_membrane_cells
CNhs12379	FF:12237-129G5	amniotic_membrane_cells
CNhs12504	FF:12238-129G6	chorionic_membrane_cells
CNhs12506	FF:12239-129G7	chorionic_membrane_cells
CNhs12380	FF:12240-129G8	chorionic_membrane_cells
CNhs11334	FF:11520-119H8	Urothelial_Cells
CNhs12091	FF:11600-120H7	Urothelial_Cells
CNhs12122	FF:11681-122H7	Urothelial_Cells
CNhs10843	FF:11216-116B1	Urothelial_Cells
CNhs11054	FF:11473-119C6	Adipocyte-omental
CNhs12067	FF:11474-119C7	Adipocyte-omental
CNhs12068	FF:11475-119C8	Adipocyte-omental
CNhs12069	FF:11476-119C9	Adipocyte-perirenal
CNhs13080	FF:11783-124B1	Renal_Glomerular_Endothelial_Cells
CNhs13552	FF:11931-125I5	Reticulocytes
CNhs13553	FF:11932-125I6	Reticulocytes
